listing_id	listing_name	location_address	season_month	products	share_size	share_itemsinsharebox	share_availabledate	share_paymentoption	deliverpickup_method	specialproductionmethods	acceptedpayment	FNAP
200027	Raphael Garden	"9200 Fair Oaks Blvd., Fair Oaks, California 95628"	Year-round	"Apples;Cantaloupes;Gooseberries;Kiwi;Oranges, clementine, mandarins, tangerines, tangelos;Peaches (yellow, white, etc.);Watermelons;;Artichoke;Arugula;Beans (string);Beans, other (lima, etc.);Beets;Bok Choy;Broccolini/baby broccoli;Cabbage;Carrots;Cauliflower;Celery;Collard Greens;Cucumbers;Eggplant (Italian, Japanese, etc.);Endives;Garlic;Green beans;Kale;Kohlrabi;Mache/lamb’s lettuce;Mixed leafy greens;Okra;Onions (pearl, red, white, etc.);Parsnips;Peanuts;Peas;Peppers, hot;Potatoes (new, red, russet, etc.);Pumpkin;Radicchio;Radishes;Rhubarb;Shallots;Soybeans;Spinach: baby, regular;Squash, summer: zucchini, etc.;Sweet potatoes;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;Turnips;;Cut flowers;Dairy products: milk, cheese, etc.;Eggs;Fresh and/or dried herbs;"	Full shares;Half shares;	CSA decides product based on supply availability;	2014-01-07	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;	Deliver to one or more neighborhood sites;	Organic (USDA Certified);	Personal Checks;Debit card/Credit card;	
200028	Seabreeze Organic Farm	"3909 Arroyo Sorrento Road, San Diego, California 92130"	Year-round	"kumquats, cherimoyaApples;Apricots;Avocados;Blackberries, raspberries;Blueberries;Cantaloupes;Cherries (sweet, tart, etc.);Cranberries;Currants;Dates;Figs;Gooseberries;Grapes (black, green, red, etc.);Honeydew melons;Kiwi;Mangos, papayas, pineapples and other tropical fruit;Nectarines;Oranges, clementine, mandarins, tangerines, tangelos;Peaches (yellow, white, etc.);Pears;Plums (black, green, red, etc.);Strawberries;Watermelons;kumquats, cherimoya;;Alfalfa sprouts;Artichoke;Arugula;Asparagus;Beans (string);Beans, other (lima, etc.);Beets;Bok Choy;Broccoli;Broccoli rabe;Broccolini/baby broccoli;Brussels sprouts;Cabbage;Carrots;Cauliflower;Celery;Collard Greens;Corn (sweet);Cucumbers;Eggplant (Italian, Japanese, etc.);Garlic;Green beans;Kale;Kohlrabi;Leeks;Lettuce (head, leaf, etc.);Mixed leafy greens;Mizuna;Mustard Greens;Okra;Parsnips;Peanuts;Peas;Peppers, hot;Peppers, sweet;Potatoes (new, red, russet, etc.);Radicchio;Radishes;Rhubarb;Shallots;Soybeans;Spinach: baby, regular;Squash, summer: zucchini, etc.;Squash, winter: butternut, etc.;Sweet potatoes;Swiss chard;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;Turnips;;Canned or preserved fruits/vegetables: jams, jellies, preserves, salsas, pickles, dried fruit, etc.;Coffee and/or tea;Cut flowers;Dry beans;Eggs;Tuna;;Fresh and/or dried herbs;Honey;Mushrooms;Nuts;Pet food;Soap and/or body care products;"	"Variety of sizes, choose your own items;"	standard CSA sizes available plus add-on items as well as choose your own deliveries;	2015-01-02	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;	Deliver to customers' workplaces;Customers pick up from CSA farm;	"Organic (USDA Certified);No antibiotics;No hormones;No pesticides;Pasture-raised/free-range animals;Humane treatment of animals;Fair labor practices, living wage, fair trade, etc.;"	"Personal Checks;Debit card/Credit card;PayPal, eCheck;PayPal, eCheck;"	
200029	Singing Frogs Farm	"1301 Ferguson Rd, Sebastopol, California 95472"	Year-round	"Apples;Blackberries, raspberries;Currants;Kiwi;Pears;Watermelons;;Artichoke;Arugula;Beans (string);Beans, other (lima, etc.);Beets;Bok Choy;Broccoli;Broccolini/baby broccoli;Brussels sprouts;Cabbage;Carrots;Cauliflower;Celery;Collard Greens;Cucumbers;Eggplant (Italian, Japanese, etc.);Garlic;Green beans;Kale;Kohlrabi;Mixed leafy greens;Mizuna;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Parsnips;Peanuts;Peas;Peppers, hot;Potatoes (new, red, russet, etc.);Radicchio;Radishes;Rhubarb;Rutabaga;Spinach: baby, regular;Squash, summer: zucchini, etc.;Squash, winter: butternut, etc.;Sweet potatoes;Swiss chard;Tomatoes (plum, round, etc.);;Eggs;Fresh and/or dried herbs;"	Half shares;	CSA offers options for specific product categories;	2014-01-01	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;20% match program for SNAP recipients;	Deliver directly to customer's homes;Customers pick up from CSA farm;Deliver to one or more neighborhood sites;	Organic (USDA Certified);	Cash;Personal Checks;	SNAP;
200030	Tara Firma Farms	"3796 I Street, Ext., Petaluma, California 94952"	Year-round	"seasonalAvocados;Cantaloupes;Grapes (black, green, red, etc.);Mangos, papayas, pineapples and other tropical fruit;Oranges, clementine, mandarins, tangerines, tangelos;seasonal;;seasonalBeans, other (lima, etc.);Beets;Bok Choy;Broccolini/baby broccoli;Carrots;Cauliflower;Collard Greens;Cucumbers;Kale;Kohlrabi;Mixed leafy greens;Okra;Peanuts;Peas;Peppers, hot;Potatoes (new, red, russet, etc.);Radicchio;Rhubarb;Spinach: baby, regular;Squash, summer: zucchini, etc.;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);seasonal;;Baked goods: breads, pies, etc.;Canned or preserved fruits/vegetables: jams, jellies, preserves, salsas, pickles, dried fruit, etc.;Coffee and/or tea;Dairy products: milk, cheese, etc.;Eggs;Fresh and/or dried herbs;Honey;Juices and/or non-alcoholic ciders;Mushrooms;Nuts;Pet food;Chicken;Turkey;;Beef/veal (cold cuts);Beef/veal (sausage);Beef/veal (steaks, roasts);Bison (steaks, roasts);Elk;Lamb (chops, roasts);Lamb (ground);Pork (bacon);Rabbit;;Soap and/or body care products;"	Full shares;Half shares;	CSA decides product based on supply availability;CSA offers options for specific product categories;Customers order specific items in advance of each delivery;	2014-01-01	Debit on Delivery;	Deliver directly to customer's homes;Deliver to customers' workplaces;Customers pick up from CSA farm;Deliver to one or more neighborhood sites;	Organic (USDA Certified);No antibiotics;No hormones;No pesticides;Pasture-raised/free-range animals;Humane treatment of animals;	Cash;Personal Checks;Debit card/Credit card;	
200031	Terra Firma Farms	"P.O. Box 836, Winters, California"	Year-round	"Apricots;Avocados;Cantaloupes;Dates;Figs;Gooseberries;Grapes (black, green, red, etc.);Peaches (yellow, white, etc.);Pears;Plums (black, green, red, etc.);Strawberries;Watermelons;;Arugula;Beans, other (lima, etc.);Bok Choy;Broccoli;Broccoli rabe;Broccolini/baby broccoli;Carrots;Cauliflower;Collard Greens;Cucumbers;Garlic;Green beans;Kale;Kohlrabi;Mixed leafy greens;Mustard Greens;Okra;Peanuts;Peppers, sweet;Potatoes (new, red, russet, etc.);Radicchio;Radishes;Rhubarb;Rutabaga;Spinach: baby, regular;Sweet potatoes;Swiss chard;Tomatoes (plum, round, etc.);Turnip greens;;"						Organic (USDA Certified);		
200032	Adobe House Farm	"910 CR 252, Durango, Colorado 81301"	June to October	"Apples;Kiwi;Pears;;Artichoke;Arugula;Beans, other (lima, etc.);Beets;Bok Choy;Broccoli;Broccolini/baby broccoli;Cabbage;Cauliflower;Celery;Collard Greens;Cucumbers;Eggplant (Italian, Japanese, etc.);Endives;Garlic;Green onions/scallions;Kale;Kohlrabi;Mixed leafy greens;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Parsnips;Peanuts;Peas;Peppers, hot;Potatoes (new, red, russet, etc.);Radicchio;Radishes;Rhubarb;Rutabaga;Soybeans;Spinach: baby, regular;Squash, summer: zucchini, etc.;Squash, winter: butternut, etc.;Sweet potatoes;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;;Cut flowers;"	Half shares;work/shares;	CSA decides product based on supply availability;		One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;Reduced subscription/membership fees in exchange for labor;	Deliver to one or more neighborhood sites;	Organic (USDA Certified);	Cash;Personal Checks;	
200033	Cultiva! Youth Project	"1630 Hawthorn Ave, Boulder, Colorado 80304"	June to November	"Apples;Cherries (sweet, tart, etc.);Grapes (black, green, red, etc.);Kiwi;Pears;;Artichoke;Arugula;Beans, other (lima, etc.);Beets;Bok Choy;Broccoli;Broccoli rabe;Broccolini/baby broccoli;Cabbage;Carrots;Cauliflower;Celery;Collard Greens;Cucumbers;Eggplant (Italian, Japanese, etc.);Garlic;Green beans;Kale;Kohlrabi;Leeks;Lettuce (head, leaf, etc.);Mixed leafy greens;Mizuna;Mustard Greens;Okra;Parsnips;Peanuts;Peppers, hot;Potatoes (new, red, russet, etc.);Radicchio;Rhubarb;Soybeans;Spinach: baby, regular;Squash, summer: zucchini, etc.;Squash, winter: butternut, etc.;Sweet potatoes;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;Turnips;;Eggs;Honey;Juices and/or non-alcoholic ciders;Mushrooms;"	Half shares;	"CSA offers options for specific product categories;members choose at pick up between options provided ie carrots, or radishes;"	2014-06-04	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;We do offer one sponsored scholarship (donor covers the cost);	Deliver to one or more neighborhood sites;	Organic (USDA Certified);Humane treatment of animals;certified organic;	Cash;Personal Checks;Debit card/Credit card;	
200034	Donoma Farms	"10018 WCR 110, Carr, Colorado 80612"	Year-round	"Beans, other (lima, etc.);Beets;Broccoli;Broccolini/baby broccoli;Cabbage;Carrots;Cauliflower;Collard Greens;Cucumbers;Eggplant (Italian, Japanese, etc.);Endives;Garlic;Kohlrabi;Mache/lamb’s lettuce;Mixed leafy greens;Mustard Greens;Okra;Peanuts;Peas;Peppers, hot;Potatoes (new, red, russet, etc.);Radicchio;Rutabaga;Shallots;Spinach: baby, regular;Squash, winter: butternut, etc.;Sweet potatoes;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;Turnips;;Eggs;Fresh and/or dried herbs;Chicken;Cornish game hens;Quail;Turkey;;Beef/veal (sausage);Beef/veal (steaks, roasts);Lamb (chops, roasts);Lamb (ground);Pork (bacon);Rabbit;;"	Full shares;Half shares;	CSA offers options for specific product categories;		One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;	Deliver to one or more neighborhood sites;	Organic (USDA Certified);	Cash;Personal Checks;	
200035	Dottie's Garden	"22440 CR 1, Berthoud, Colorado 80513"	Year-round	Arugula;Broccolini/baby broccoli;Kohlrabi;Mixed leafy greens;Okra;Rhubarb;Sweet potatoes;Swiss chard;Turnip greens;;Eggs;	Full shares;Half shares;	Customers order specific items in advance of each delivery;	2014-08-04	Payments in installments over the course of each delivery season;	Deliver to one or more neighborhood sites;	"Organic (USDA Certified);No antibiotics;No hormones;No pesticides;Pasture-raised/free-range animals;Humane treatment of animals;Fair labor practices, living wage, fair trade, etc.;no GMO, all natural fertilizer, aquaponic and earth based, sustainable;"	Cash;Personal Checks;Debit card/Credit card;	
200036	Gaia's Farm & Gardens	"4328 West County. Rd. 54g, Laporte, Colorado 80535"	May to October	"Broccolini/baby broccoli;Carrots;Cauliflower;Collard Greens;Eggplant (Italian, Japanese, etc.);Green beans;Kale;Kohlrabi;Mixed leafy greens;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Peanuts;Peas;Potatoes (new, red, russet, etc.);Pumpkin;Radicchio;Radishes;Rhubarb;Rutabaga;Shallots;Soybeans;Spinach: baby, regular;Squash, summer: zucchini, etc.;Squash, winter: butternut, etc.;Sweet potatoes;Swiss chard;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;Turnips;;Baked goods: breads, pies, etc.;Cut flowers;Eggs;"	Half shares;	CSA offers options for specific product categories;	2017-02-01	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;	Deliver to one or more neighborhood sites;	Organic (USDA Certified);No pesticides;	Cash;Personal Checks;	
200037	Green Earth Farm	"PO Box 612, Saguache, Colorado 81149"	June to October	"Beans (string);Beans, other (lima, etc.);Beets;Bok Choy;Broccoli rabe;Broccolini/baby broccoli;Brussels sprouts;Cabbage;Carrots;Cauliflower;Collard Greens;Corn (sweet);Cucumbers;Garlic;Green beans;Kale;Kohlrabi;Mixed leafy greens;Mustard Greens;Okra;Parsnips;Peas;Peppers, hot;Radicchio;Rhubarb;Spinach: baby, regular;Squash, winter: butternut, etc.;Swiss chard;Tomatoes (plum, round, etc.);;Eggs;Fresh and/or dried herbs;Soap and/or body care products;"	Half shares;	CSA offers options for specific product categories;	2014-06-01	Payments in installments over the course of each delivery season;	Deliver to customers' workplaces;Deliver to one or more neighborhood sites;	Organic (USDA Certified);	Cash;Personal Checks;Debit card/Credit card;	
200038	63rd St. Farm	"3796 N. 63rd Street, Boulder, Colorado 80301"	June to November	"Artichoke;Arugula;Beans, other (lima, etc.);Beets;Bok Choy;Broccoli;Broccolini/baby broccoli;Cabbage;Carrots;Cauliflower;Celery;Collard Greens;Cucumbers;Eggplant (Italian, Japanese, etc.);Endives;Garlic;Green beans;Green onions/scallions;Kale;Kohlrabi;Mixed leafy greens;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Parsnips;Peanuts;Peas;Peppers, hot;Peppers, sweet;Potatoes (new, red, russet, etc.);Radicchio;Rhubarb;Shallots;Soybeans;Spinach: baby, regular;Squash, winter: butternut, etc.;Sweet potatoes;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;Turnips;;Cut flowers;Eggs;Fresh and/or dried herbs;Honey;Mushrooms;Chicken;Turkey;;Beef/veal (sausage);Beef/veal (steaks, roasts);Goat;Lamb (chops, roasts);Lamb (ground);Lamb (sausage);Pork (bacon);Rabbit;;Wine, spirits, beer, hard cider;"	Full shares;Half shares;	CSA decides product based on supply availability;	2013-10-01	One advance payment prior to the beginning of the delivery season;	Deliver to one or more neighborhood sites;	Organic (USDA Certified);	Cash;Personal Checks;	
200039	Cure Organic Farm	"7416 Valmont Road, Boulder, Colorado 80301"	June to December	"Apples;Avocados;Grapefruit (red, white, etc.);Grapes (black, green, red, etc.);Kiwi;Oranges, clementine, mandarins, tangerines, tangelos;Pears;Watermelons;;Artichoke;Arugula;Beans (string);Beans, other (lima, etc.);Beets;Bok Choy;Broccoli;Broccolini/baby broccoli;Brussels sprouts;Cabbage;Carrots;Cauliflower;Celery;Collard Greens;Corn (sweet);Cucumbers;Garlic;Green beans;Kale;Kohlrabi;Leeks;Mixed leafy greens;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Parsnips;Peanuts;Peas;Peppers, hot;Potatoes (new, red, russet, etc.);Radicchio;Radishes;Rhubarb;Soybeans;Spinach: baby, regular;Squash, summer: zucchini, etc.;Squash, winter: butternut, etc.;Sweet potatoes;Swiss chard;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;Turnips;;Baked goods: breads, pies, etc.;Coffee and/or tea;Cut flowers;Dry beans;Fresh and/or dried herbs;"	Full shares;Half shares;	CSA offers options for specific product categories;	2014-06-04	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;	Deliver to one or more neighborhood sites;	Organic (USDA Certified);No antibiotics;No hormones;No pesticides;Pasture-raised/free-range animals;Humane treatment of animals;	Cash;Personal Checks;Debit card/Credit card;	
200040	D & H Farms	"PO Box 352, 41373 Highway 85, Ault, Colorado 80610"	Year-round	"Apricots;Figs;Pears;Plums (black, green, red, etc.);;Artichoke;Arugula;Beans (string);Beans, other (lima, etc.);Bok Choy;Broccoli;Broccolini/baby broccoli;Brussels sprouts;Cabbage;Carrots;Cauliflower;Collard Greens;Corn (sweet);Cucumbers;Eggplant (Italian, Japanese, etc.);Garlic;Green beans;Green onions/scallions;Kale;Kohlrabi;Leeks;Lettuce (head, leaf, etc.);Mache/lamb’s lettuce;Mixed leafy greens;Mustard Greens;Okra;Parsnips;Peanuts;Peas;Peppers, hot;Peppers, sweet;Potatoes (new, red, russet, etc.);Pumpkin;Radicchio;Rhubarb;Rutabaga;Soybeans;Spinach: baby, regular;Squash, winter: butternut, etc.;Sweet potatoes;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;Turnips;;Eggs;Fresh and/or dried herbs;"	Full shares;Half shares;	CSA offers options for specific product categories;Members decide what goes into their weekly share. Each week they come to the farmers market and select from the produce that was harvested for the week.;	2014-05-17	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;Reduced subscription/member fees for SNAP program;	Deliver directly to customer's homes;Deliver to one or more neighborhood sites;	Organic (USDA Certified);No antibiotics;No hormones;No pesticides;Pasture-raised/free-range animals;We are a sustainable farm that goes beyond organic. We do not have the need to use chemicals (conventional or organic) in our production.;	Cash;Personal Checks;Debit card/Credit card;	SNAP;
